0x79="BIT 7,C"                     t="8"
0x7a="BIT 7,D"                     t="8"
0x7b="BIT 7,E"                     t="8"
0x7c="BIT 7,H"                     t="8"
0x7d="BIT 7,L"                     t="8"
0x7e="BIT 7,(HL)"                  t="12"   rd="8"
0x7f="BIT 7,A"                     t="8"
0x80="RES 0,B"                     t="8"
0x81="RES 0,C"                     t="8"
0x82="RES 0,D"                     t="8"
0x83="RES 0,E"                     t="8"
0x84="RES 0,H"                     t="8"
0x85="RES 0,L"                     t="8"
0x86="RES 0,(HL)"                  t="15"   rd="8"   wr="12"
0x87="RES 0,A"                     t="8"
0x88="RES 1,B"                     t="8"
0x89="RES 1,C"                     t="8"
0x8a="RES 1,D"                     t="8"
0x8b="RES 1,E"                     t="8"
0x8c="RES 1,H"                     t="8"
0x8d="RES 1,L"                     t="8"
0x8e="RES 1,(HL)"                  t="15"   rd="8"   wr="12"
0x8f="RES 1,A"                     t="8"
0x90="RES 2,B"                     t="8"
0x91="RES 2,C"                     t="8"
0x92="RES 2,D"                     t="8"
0x93="RES 2,E"                     t="8"
0x94="RES 2,H"                     t="8"
0x95="RES 2,L"                     t="8"
0x96="RES 2,(HL)"                  t="15"   rd="8"   wr="12"
0x97="RES 2,A"                     t="8"
0x98="RES 3,B"                     t="8"
0x99="RES 3,C"                     t="8"
0x9a="RES 3,D"                     t="8"
0x9b="RES 3,E"                     t="8"
0x9c="RES 3,H"                     t="8"
0x9d="RES 3,L"                     t="8"
0x9e="RES 3,(HL)"                  t="15"   rd="8"   wr="12"
0x9f="RES 3,A"                     t="8"
0xa0="RES 4,B"                     t="8"
0xa1="RES 4,C"                     t="8"
0xa2="RES 4,D"                     t="8"
0xa3="RES 4,E"                     t="8"
0xa4="RES 4,H"                     t="8"
0xa5="RES 4,L"                     t="8"
0xa6="RES 4,(HL)"                  t="15"   rd="8"   wr="12"
0xa7="RES 4,A"                     t="8"
0xa8="RES 5,B"                     t="8"
0xa9="RES 5,C"                     t="8"
0xaa="RES 5,D"                     t="8"
0xab="RES 5,E"                     t="8"
0xac="RES 5,H"                     t="8"
0xad="RES 5,L"                     t="8"
0xae="RES 5,(HL)"                  t="15"   rd="8"   wr="12"
0xaf="RES 5,A"                     t="8"
0xb0="RES 6,B"                     t="8"
0xb1="RES 6,C"                     t="8"
0xb2="RES 6,D"                     t="8"
0xb3="RES 6,E"                     t="8"
0xb4="RES 6,H"                     t="8"
0xb5="RES 6,L"                     t="8"
0xb6="RES 6,(HL)"                  t="15"   rd="8"   wr="12"
0xb7="RES 6,A"                     t="8"
0xb8="RES 7,B"                     t="8"
0xb9="RES 7,C"                     t="8"
0xba="RES 7,D"                     t="8"
0xbb="RES 7,E"                     t="8"
0xbc="RES 7,H"                     t="8"
0xbd="RES 7,L"                     t="8"
0xbe="RES 7,(HL)"                  t="15"   rd="8"   wr="12"
0xbf="RES 7,A"                     t="8"
0xc0="SET 0,B"                     t="8"
0xc1="SET 0,C"                     t="8"
0xc2="SET 0,D"                     t="8"
0xc3="SET 0,E"                     t="8"
0xc4="SET 0,H"                     t="8"
0xc5="SET 0,L"                     t="8"
0xc6="SET 0,(HL)"                  t="15"   rd="8"   wr="12"
0xc7="SET 0,A"                     t="8"
0xc8="SET 1,B"                     t="8"
0xc9="SET 1,C"                     t="8"
0xca="SET 1,D"                     t="8"
0xcb="SET 1,E"                     t="8"
0xcc="SET 1,H"                     t="8"
0xcd="SET 1,L"                     t="8"
0xce="SET 1,(HL)"                  t="15"   rd="8"   wr="12"
0xcf="SET 1,A"                     t="8"
0xd0="SET 2,B"                     t="8"
0xd1="SET 2,C"                     t="8"
0xd2="SET 2,D"                     t="8"
0xd3="SET 2,E"                     t="8"
0xd4="SET 2,H"                     t="8"
0xd5="SET 2,L"                     t="8"
0xd6="SET 2,(HL)"                  t="15"   rd="8"   wr="12"
0xd7="SET 2,A"                     t="8"
0xd8="SET 3,B"                     t="8"
0xd9="SET 3,C"                     t="8"
0xda="SET 3,D"                     t="8"
0xdb="SET 3,E"                     t="8"
0xdc="SET 3,H"                     t="8"
0xdd="SET 3,L"                     t="8"
0xde="SET 3,(HL)"                  t="15"   rd="8"   wr="12"
0xdf="SET 3,A"                     t="8"
0xe0="SET 4,B"                     t="8"
0xe1="SET 4,C"                     t="8"
0xe2="SET 4,D"                     t="8"
0xe3="SET 4,E"                     t="8"
0xe4="SET 4,H"                     t="8"
0xe5="SET 4,L"                     t="8"
0xe6="SET 4,(HL)"                  t="15"   rd="8"   wr="12"
0xe7="SET 4,A"                     t="8"
0xe8="SET 5,B"                     t="8"
0xe9="SET 5,C"                     t="8"
0xea="SET 5,D"                     t="8"
0xeb="SET 5,E"                     t="8"
0xec="SET 5,H"                     t="8"
0xed="SET 5,L"                     t="8"
0xee="SET 5,(HL)"                  t="15"   rd="8"   wr="12"
0xef="SET 5,A"                     t="8"
0xf0="SET 6,B"                     t="8"
0xf1="SET 6,C"                     t="8"
0xf2="SET 6,D"                     t="8"
0xf3="SET 6,E"                     t="8"
0xf4="SET 6,H"                     t="8"
0xf5="SET 6,L"                     t="8"
0xf6="SET 6,(HL)"                  t="15"   rd="8"   wr="12"
0xf7="SET 6,A"                     t="8"
0xf8="SET 7,B"                     t="8"
0xf9="SET 7,C"                     t="8"
0xfa="SET 7,D"                     t="8"
0xfb="SET 7,E"                     t="8"
0xfc="SET 7,H"                     t="8"
0xfd="SET 7,L"                     t="8"
0xfe="SET 7,(HL)"                  t="15"   rd="8"   wr="12"
0xff="SET 7,A"                     t="8"
